Id,Group,Exam,MCQ_1,MCQ_2,MCQ_3,MCQ_4,MCQ_5,MCQ_6,MCQ_7,MCQ_8,MCQ_9,MCQ_10,Online_MCQ_1,Online_MCQ_2,Online_MCQ_3,Online_MCQ_4,Online_MCQ_5,Online_MCQ_6,Online_MCQ_7,Online_MCQ_8,Online_MCQ_9,Online_MCQ_10,Online_MCQ_11,Online_MCQ_12,Online_MCQ_13,Online_MCQ_14,Online_MCQ_15,Online_MCQ_16,Online_MCQ_17,Online_MCQ_18,Online_MCQ_19
503,grp_22,6,10,7.6923076923076925,14.545454545454547,7.058823529411765,9.230769230769232,8,NA,16.470588235294116,2.5,NA,15.71,NA,NA,NA,NA,20,NA,10,20,13.33,NA,NA,NA,20,NA,16.67,16.67,NA,NA
462,grp_2,15,13.333333333333332,12.307692307692308,20,20,20,20,17.77777777777778,20,10,20,20,16.67,16.36,20,15,20,20,17.27,20,16.67,20,13.33,6.67,20,12,20,20,20,16.67
106,grp_14,1,6.666666666666666,10.769230769230768,1.8181818181818183,5.882352941176471,4.615384615384616,16,17.77777777777778,5.882352941176471,15,NA,10,11.67,9.09,NA,NA,0,NA,NA,13.33,3.33,17.14,13.33,NA,NA,NA,6.67,NA,NA,16.67
674,grp_13,4.5,11.666666666666668,13.846153846153847,12.727272727272727,10.588235294117647,15.384615384615385,0,8.88888888888889,20,5,15.555555555555555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,grp_16,3,10,9.230769230769232,14.545454545454547,7.058823529411765,13.846153846153847,20,17.77777777777778,10.588235294117647,2.5,8.88888888888889,NA,NA,NA,NA,NA,NA,NA,0.91,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA
345,grp_12,3,NA,10.769230769230768,3.6363636363636367,8.235294117647058,4.615384615384616,16,11.11111111111111,10.588235294117647,NA,NA,12.86,10,9.09,NA,NA,20,NA,NA,NA,NA,NA,13.33,NA,NA,NA,10,6.67,NA,16.67
258,grp_7,NA,8.333333333333334,15.384615384615385,18.18181818181818,12.941176470588236,4.615384615384616,16,0,9.411764705882353,5,0,NA,16.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
393,grp_14,14,8.333333333333334,15.384615384615385,9.09090909090909,15.294117647058822,16.923076923076923,20,17.77777777777778,10.588235294117647,12.5,11.11111111111111,20,15,12.73,NA,NA,20,NA,NA,20,6.67,11.43,20,NA,20,NA,13.33,20,NA,20
184,grp_2,4,5,4.615384615384616,14.545454545454547,NA,0,16,2.2222222222222223,0,0,6.666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,grp_14,11,10,20,20,20,12.307692307692308,20,13.333333333333332,20,15,15.555555555555555,17.14,NA,NA,0,10,15,0,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,0,NA
684,grp_12,2,NA,9.230769230769232,12.727272727272727,5.882352941176471,4.615384615384616,16,15.555555555555555,5.882352941176471,5,NA,20,13.33,16.36,NA,NA,15,NA,NA,13.33,NA,20,13.33,0,10,0,16.67,16.67,NA,16.67
496,grp_16,13,13.333333333333332,16.923076923076923,10.909090909090908,2.3529411764705883,12.307692307692308,20,15.555555555555555,20,2.5,15.555555555555555,15.71,18.33,14.55,NA,NA,15,NA,NA,20,NA,20,NA,NA,15,NA,13.33,NA,NA,20
692,grp_8,6,0,12.307692307692308,9.09090909090909,7.058823529411765,12.307692307692308,20,13.333333333333332,9.411764705882353,0,15.555555555555555,12.86,10,16.36,NA,NA,NA,NA,NA,6.67,0,14.29,20,10,20,12,20,16.67,NA,10
142,grp_19,11,13.333333333333332,13.846153846153847,8.181818181818182,8.235294117647058,16.923076923076923,8,17.77777777777778,9.411764705882353,5,NA,17.14,13.33,16.36,NA,NA,10,0,1.82,13.33,3.33,NA,20,NA,15,NA,20,20,0,13.33
192,grp_20,13.5,NA,13.846153846153847,13.636363636363635,14.11764705882353,20,20,2.2222222222222223,NA,15,13.333333333333332,NA,18.33,14.55,NA,NA,20,0,11.82,20,20,20,20,0,20,4,20,20,NA,13.33
234,grp_18,4,6.666666666666666,18.461538461538463,12.727272727272727,10.588235294117647,10.769230769230768,16,11.11111111111111,18.235294117647058,2.5,NA,20,20,12.73,NA,NA,20,NA,3.64,6.67,NA,NA,13.33,NA,20,NA,16.67,6.67,NA,10
47,grp_8,5,5,6.153846153846154,0,5.882352941176471,6.153846153846154,12,15.555555555555555,14.705882352941178,5,20,15.71,15,NA,NA,5,0,NA,NA,13.33,13.33,NA,NA,3.33,NA,0,NA,NA,NA,NA
603,grp_19,18.5,3.333333333333333,16.923076923076923,20,12.941176470588236,20,20,20,20,10,NA,20,20,20,20,17.5,20,20,19.09,20,NA,20,20,NA,20,NA,20,20,5,20
538,grp_4,6.5,15,18.461538461538463,12.727272727272727,11.764705882352942,12.307692307692308,20,17.77777777777778,20,15,15.555555555555555,17.14,16.67,16.36,NA,NA,20,NA,NA,NA,16.67,NA,20,13.33,5,8,NA,NA,NA,10
22,grp_11,0,5,7.6923076923076925,5.454545454545454,4.705882352941177,0,4,0,0,5,0,NA,6.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,grp_4,3,1.6666666666666665,15.384615384615385,12.727272727272727,NA,6.153846153846154,16,NA,NA,NA,NA,15.71,NA,NA,NA,NA,NA,NA,3.64,NA,NA,11.43,NA,NA,NA,NA,NA,NA,NA,NA
454,grp_17,NA,5,NA,3.6363636363636367,3.5294117647058827,0,0,0,10.588235294117647,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.29,NA,NA,NA,NA,NA,NA,NA,NA
643,grp_11,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.14,NA,NA,NA,NA,NA,NA,NA,NA
132,grp_10,2,8.333333333333334,12.307692307692308,2.727272727272727,5.294117647058823,3.076923076923077,0,0,0,0,0,NA,10,NA,NA,NA,10,NA,NA,6.67,3.33,NA,NA,NA,NA,NA,10,16.67,NA,NA
67,grp_16,14,6.666666666666666,18.461538461538463,18.18181818181818,7.058823529411765,15.384615384615385,16,17.77777777777778,20,NA,20,20,20,20,15,12.5,20,0,14.55,20,20,20,20,16.67,20,12,20,20,20,16.67
187,grp_22,9.5,15,10.769230769230768,18.18181818181818,14.11764705882353,10.769230769230768,16,4.444444444444445,3.5294117647058827,0,NA,11.43,NA,7.27,NA,NA,NA,NA,9.09,6.67,NA,NA,6.67,NA,NA,NA,13.33,NA,NA,NA
53,grp_24,2,3.333333333333333,10.769230769230768,10.909090909090908,10.588235294117647,15.384615384615385,20,2.2222222222222223,13.529411764705884,0,NA,20,13.33,16.36,20,0,20,10,NA,13.33,10,20,6.67,NA,15,NA,20,20,15,NA
125,grp_4,NA,10,16.923076923076923,12.727272727272727,7.058823529411765,6.153846153846154,NA,6.666666666666666,NA,NA,6.666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.67,NA,NA,NA,NA,NA,NA,10
59,grp_24,10,1.6666666666666665,13.846153846153847,5.454545454545454,9.411764705882353,4.615384615384616,16,6.666666666666666,7.058823529411765,0,11.11111111111111,15.71,18.33,12.73,NA,NA,NA,NA,NA,NA,NA,NA,6.67,3.33,NA,0,16.67,10,NA,10
659,grp_19,4,1.6666666666666665,15.384615384615385,18.18181818181818,7.058823529411765,4.615384615384616,16,8.88888888888889,16.470588235294116,5,NA,15.71,NA,16.36,NA,NA,15,NA,NA,13.33,6.67,NA,20,NA,10,NA,16.67,NA,NA,16.67
435,grp_20,14,13.333333333333332,20,20,18.823529411764707,20,20,17.77777777777778,20,15,20,NA,20,20,NA,NA,20,NA,NA,20,20,20,20,13.33,20,12,16.67,20,NA,20
190,grp_14,4,6.666666666666666,12.307692307692308,7.272727272727273,8.235294117647058,0,12,13.333333333333332,NA,2.5,6.666666666666666,10,NA,NA,15,7.5,15,0,NA,NA,NA,NA,20,10,5,NA,3.33,10,0,13.33
595,grp_13,4,5,13.846153846153847,11.818181818181818,15.294117647058822,16.923076923076923,16,2.2222222222222223,0,10,15.555555555555555,NA,15,NA,0,0,NA,0,0,NA,NA,NA,20,NA,NA,NA,NA,NA,5,16.67
87,grp_11,14,8.333333333333334,18.461538461538463,16.363636363636363,15.294117647058822,12.307692307692308,20,20,2.3529411764705883,10,11.11111111111111,20,13.33,12.73,NA,NA,15,NA,13.64,NA,NA,20,20,6.67,20,12,16.67,3.33,NA,20
673,grp_19,7.5,3.333333333333333,16.923076923076923,10.909090909090908,9.411764705882353,15.384615384615385,12,6.666666666666666,7.058823529411765,18.75,NA,20,NA,18.18,0,7.5,15,NA,10.91,20,0,NA,20,NA,10,NA,16.67,20,5,13.33
57,grp_23,9,5,6.153846153846154,3.6363636363636367,5.882352941176471,NA,16,11.11111111111111,15.294117647058822,2.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
531,grp_9,3,6.666666666666666,7.6923076923076925,7.272727272727273,4.705882352941177,NA,12,2.2222222222222223,7.647058823529411,2.5,NA,17.14,NA,16.36,NA,NA,NA,NA,0.91,NA,0,17.14,6.67,NA,10,NA,10,16.67,NA,13.33
528,grp_7,3,5,10.769230769230768,9.09090909090909,7.058823529411765,12.307692307692308,12,4.444444444444445,7.647058823529411,1.25,11.11111111111111,NA,NA,10.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430,grp_3,13.5,0,16.923076923076923,16.363636363636363,12.941176470588236,13.846153846153847,16,20,20,NA,NA,20,NA,NA,NA,NA,NA,0,0,NA,NA,14.29,13.33,NA,NA,NA,NA,NA,NA,20
371,grp_4,5,6.666666666666666,12.307692307692308,15.454545454545453,9.411764705882353,16.923076923076923,20,17.77777777777778,12.941176470588236,NA,17.77777777777778,20,15,7.27,NA,NA,5,0,NA,0,6.67,20,6.67,NA,NA,NA,13.33,20,NA,16.67
681,grp_15,13,13.333333333333332,20,20,15.294117647058822,16.923076923076923,16,15.555555555555555,10.588235294117647,5,17.77777777777778,20,15,20,NA,NA,20,20,10.91,20,13.33,17.14,20,6.67,20,NA,16.67,10,NA,20
95,grp_18,8,6.666666666666666,9.230769230769232,9.09090909090909,4.705882352941177,13.846153846153847,12,6.666666666666666,7.647058823529411,7.5,NA,NA,NA,NA,NA,NA,NA,0,7.27,NA,NA,NA,NA,NA,10,4,NA,16.67,NA,0
191,grp_10,7,10,18.461538461538463,17.272727272727273,7.058823529411765,NA,12,2.2222222222222223,NA,5,4.444444444444445,NA,15,5.45,NA,NA,NA,NA,NA,20,3.33,17.14,13.33,NA,NA,NA,NA,NA,NA,3.33
451,grp_23,7,5,12.307692307692308,9.09090909090909,16.470588235294116,13.846153846153847,20,20,15.294117647058822,12.5,17.77777777777778,11.43,13.33,10.91,15,5,5,0,0.91,20,13.33,14.29,20,NA,NA,NA,NA,NA,5,3.33
556,grp_7,3,6.666666666666666,15.384615384615385,10.909090909090908,3.5294117647058827,0,16,6.666666666666666,10.588235294117647,2.5,11.11111111111111,NA,NA,14.55,NA,NA,5,NA,NA,6.67,NA,17.14,13.33,3.33,15,0,20,10,NA,10
549,grp_17,15,10,13.846153846153847,16.363636363636363,4.705882352941177,1.5384615384615385,12,13.333333333333332,10.588235294117647,12.5,17.77777777777778,8.57,16.67,NA,10,5,NA,NA,2.73,13.33,NA,20,NA,NA,NA,NA,NA,NA,10,NA
668,grp_1,9.5,15,16.923076923076923,10.909090909090908,9.411764705882353,7.6923076923076925,16,15.555555555555555,10.588235294117647,2.5,20,20,NA,NA,20,12.5,NA,NA,9.09,NA,NA,NA,20,0,15,0,20,20,15,20
665,grp_10,3,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,5,0,NA,0,11.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA
157,grp_4,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
686,grp_11,12.5,15,20,20,17.647058823529413,6.153846153846154,20,20,20,15,17.77777777777778,15.71,16.67,18.18,20,15,20,20,15.45,20,16.67,20,13.33,16.67,20,16,20,20,10,20
196,grp_24,15,15,18.461538461538463,20,16.470588235294116,16.923076923076923,20,15.555555555555555,15.294117647058822,12.5,17.77777777777778,20,NA,18.18,15,20,20,0,17.27,20,20,20,20,0,15,16,20,20,20,16.67
168,grp_12,2,0,15.384615384615385,5.454545454545454,7.058823529411765,20,20,11.11111111111111,18.823529411764707,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,12,20,16.67,NA,20
492,grp_6,4,10,10.769230769230768,7.272727272727273,7.058823529411765,7.6923076923076925,12,NA,18.235294117647058,17.5,NA,4.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.33,0,15,NA,10,10,NA,NA
218,grp_20,9.5,10,12.307692307692308,5.454545454545454,5.882352941176471,6.153846153846154,20,13.333333333333332,17.647058823529413,12.5,20,17.14,16.67,3.64,20,7.5,20,NA,NA,20,20,NA,20,16.67,20,16,20,20,15,16.67
332,grp_19,3,8.333333333333334,6.153846153846154,14.545454545454547,3.5294117647058827,6.153846153846154,8,2.2222222222222223,0,5,NA,7.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,15,NA,3.33,6.67,NA,10
445,grp_5,5.5,8.333333333333334,16.923076923076923,9.09090909090909,10.588235294117647,15.384615384615385,20,8.88888888888889,20,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,grp_3,2,5,7.6923076923076925,7.272727272727273,3.5294117647058827,1.5384615384615385,0,2.2222222222222223,NA,0,7.777777777777778,12.86,NA,9.09,5,0,5,0,5.45,6.67,0,14.29,13.33,10,15,0,6.67,10,10,13.33
119,grp_3,7,10,13.846153846153847,20,15.294117647058822,18.461538461538463,20,17.77777777777778,20,17.5,20,20,18.33,20,20,2.5,20,20,16.36,20,16.67,20,13.33,20,20,16,20,20,20,20
598,grp_7,4.5,10,12.307692307692308,18.18181818181818,15.294117647058822,15.384615384615385,20,8.88888888888889,18.235294117647058,5,15.555555555555555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,grp_10,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
461,grp_17,5,13.333333333333332,15.384615384615385,10,3.5294117647058827,7.6923076923076925,12,2.2222222222222223,3.5294117647058827,0,17.77777777777778,12.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.14,NA,NA,NA,NA,NA,NA,NA,NA
680,grp_17,6.5,13.333333333333332,20,14.545454545454547,NA,16.923076923076923,20,20,10.588235294117647,12.5,15.555555555555555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.33
682,grp_20,15,8.333333333333334,16.923076923076923,16.363636363636363,11.764705882352942,13.846153846153847,20,20,15.294117647058822,5,17.77777777777778,15.71,20,NA,15,NA,15,20,18.18,20,10,20,20,10,20,16,20,20,NA,16.67
534,grp_1,4,10,10.769230769230768,12.727272727272727,2.3529411764705883,3.076923076923077,16,4.444444444444445,8.235294117647058,0,4.444444444444445,8.57,NA,9.09,NA,NA,NA,NA,NA,NA,NA,NA,20,3.33,NA,4,16.67,13.33,NA,13.33
80,grp_10,6,13.333333333333332,18.461538461538463,NA,9.411764705882353,4.615384615384616,16,NA,4.705882352941177,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA
353,grp_14,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,grp_8,2,1.6666666666666665,4.615384615384616,20,8.235294117647058,10.769230769230768,12,15.555555555555555,8.235294117647058,0,20,NA,NA,NA,0,0,10,0,NA,13.33,16.67,11.43,NA,NA,15,NA,NA,NA,NA,NA
15,grp_5,3,8.333333333333334,7.6923076923076925,NA,3.5294117647058827,0,16,4.444444444444445,3.5294117647058827,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.29,13.33,NA,15,NA,10,16.67,NA,10
241,grp_17,3.5,0,15.384615384615385,14.545454545454547,7.058823529411765,16.923076923076923,20,13.333333333333332,20,0,17.77777777777778,15.71,13.33,14.55,10,2.5,20,0,0.91,13.33,6.67,14.29,20,20,10,4,16.67,13.33,15,13.33
23,grp_12,6.5,NA,12.307692307692308,12.727272727272727,14.11764705882353,13.846153846153847,20,NA,7.058823529411765,2.5,NA,12.86,13.33,18.18,0,0,NA,0,NA,13.33,NA,NA,NA,NA,10,NA,20,NA,10,NA
519,grp_21,14.5,6.666666666666666,16.923076923076923,20,20,20,20,13.333333333333332,15.294117647058822,15,17.77777777777778,17.14,NA,10.91,NA,NA,20,NA,12.73,NA,16.67,17.14,20,NA,15,NA,20,20,NA,13.33
266,grp_17,10,11.666666666666668,18.461538461538463,20,18.823529411764707,12.307692307692308,20,13.333333333333332,NA,15,20,NA,11.67,NA,15,0,NA,0,12.73,NA,NA,20,NA,NA,NA,NA,NA,NA,15,NA
494,grp_8,NA,NA,7.6923076923076925,0,3.5294117647058827,6.153846153846154,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,grp_18,3,0,9.230769230769232,18.18181818181818,10.588235294117647,6.153846153846154,16,15.555555555555555,2.9411764705882355,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
389,grp_3,NA,8.333333333333334,0,3.6363636363636367,1.1764705882352942,0,0,0,0,0,0,NA,NA,NA,NA,NA,15,NA,NA,6.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,grp_21,16,11.666666666666668,10.769230769230768,14.545454545454547,9.411764705882353,9.230769230769232,12,15.555555555555555,20,NA,20,20,NA,18.18,20,7.5,20,0,10.91,13.33,10,17.14,NA,13.33,NA,8,20,20,NA,16.67
282,grp_3,15,10,20,20,20,16.923076923076923,20,20,20,17.5,20,20,16.67,20,10,15,20,0,17.27,20,16.67,20,13.33,20,20,0,20,20,20,20
588,grp_24,7,0,12.307692307692308,12.727272727272727,7.058823529411765,13.846153846153847,20,13.333333333333332,8.823529411764707,0,17.77777777777778,20,20,7.27,20,7.5,20,0,6.36,20,6.67,11.43,13.33,13.33,20,0,20,20,15,10
465,grp_9,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,grp_6,12,8.333333333333334,16.923076923076923,18.18181818181818,14.11764705882353,18.461538461538463,12,13.333333333333332,20,15,6.666666666666666,17.14,16.67,12.73,NA,NA,NA,NA,NA,13.33,6.67,14.29,20,NA,15,NA,13.33,20,NA,13.33
653,grp_11,7.5,11.666666666666668,15.384615384615385,14.545454545454547,3.5294117647058827,20,16,17.77777777777778,20,15,20,12.86,NA,12.73,10,10,15,0,NA,20,13.33,17.14,20,3.33,NA,8,NA,NA,NA,10
558,grp_18,7,15,1.5384615384615385,12.727272727272727,10.588235294117647,10.769230769230768,16,8.88888888888889,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,grp_22,1,11.666666666666668,9.230769230769232,12.727272727272727,8.235294117647058,9.230769230769232,NA,6.666666666666666,1.1764705882352942,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
455,grp_3,11,3.333333333333333,13.846153846153847,12.727272727272727,7.058823529411765,15.384615384615385,20,17.77777777777778,20,17.5,17.77777777777778,20,10,20,20,10,20,20,14.55,13.33,13.33,20,20,13.33,20,12,20,20,20,20
281,grp_24,9,6.666666666666666,13.846153846153847,14.545454545454547,9.411764705882353,10.769230769230768,20,11.11111111111111,20,10,17.77777777777778,15.71,18.33,18.18,10,NA,20,0,4.55,13.33,16.67,20,20,3.33,20,4,20,16.67,0,13.33
702,grp_3,16.5,13.333333333333332,20,16.363636363636363,12.941176470588236,20,20,20,20,20,20,17.14,NA,20,20,NA,15,20,17.27,13.33,0,20,20,16.67,20,4,20,20,20,20
486,grp_23,9.5,0,16.923076923076923,16.363636363636363,12.941176470588236,20,20,20,20,20,17.77777777777778,15.71,18.33,20,0,NA,20,0,3.64,NA,10,20,20,20,20,16,20,20,20,20
666,grp_2,7,13.333333333333332,13.846153846153847,16.363636363636363,15.294117647058822,NA,NA,11.11111111111111,20,10,20,15.71,NA,NA,NA,NA,15,NA,NA,20,16.67,20,20,6.67,20,8,20,20,NA,NA
679,grp_17,7,11.666666666666668,16.923076923076923,4.545454545454545,11.764705882352942,3.076923076923077,20,11.11111111111111,3.5294117647058827,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
591,grp_7,12,15,16.923076923076923,20,14.11764705882353,12.307692307692308,20,15.555555555555555,20,12.5,20,NA,NA,NA,NA,NA,NA,0,NA,20,3.33,NA,NA,0,20,0,20,20,NA,NA
312,grp_12,6,NA,15.384615384615385,7.272727272727273,11.764705882352942,7.6923076923076925,20,2.2222222222222223,7.647058823529411,2.5,NA,8.57,10,5.45,NA,2.5,10,NA,3.64,13.33,3.33,17.14,20,NA,5,NA,0,10,5,16.67
616,grp_24,12.5,6.666666666666666,16.923076923076923,14.545454545454547,10.588235294117647,12.307692307692308,16,4.444444444444445,10.588235294117647,0,15.555555555555555,20,NA,16.36,20,0,15,0,7.27,20,0,20,6.67,13.33,20,8,20,20,5,20
655,grp_21,16,13.333333333333332,13.846153846153847,14.545454545454547,17.647058823529413,12.307692307692308,20,6.666666666666666,10.588235294117647,12.5,8.88888888888889,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,15,NA,NA,20,5,NA
523,grp_4,3,5,10.769230769230768,7.272727272727273,1.1764705882352942,10.769230769230768,20,15.555555555555555,4.705882352941177,5,8.88888888888889,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,grp_10,6,11.666666666666668,9.230769230769232,20,11.764705882352942,6.153846153846154,8,8.88888888888889,2.3529411764705883,0,6.666666666666666,20,8.33,5.45,15,5,15,0,10,0,NA,NA,13.33,6.67,20,4,16.67,13.33,15,20
505,grp_24,11,11.666666666666668,18.461538461538463,10.909090909090908,16.470588235294116,15.384615384615385,20,13.333333333333332,20,12.5,15.555555555555555,15.71,18.33,20,15,17.5,20,NA,14.55,20,6.67,17.14,20,10,20,8,16.67,20,20,20
470,grp_24,11,0,16.923076923076923,16.363636363636363,12.941176470588236,13.846153846153847,20,6.666666666666666,10.588235294117647,0,17.77777777777778,20,13.33,14.55,15,NA,20,0,7.27,6.67,3.33,14.29,NA,10,20,16,16.67,20,20,NA
412,grp_19,5,3.333333333333333,18.461538461538463,18.18181818181818,8.235294117647058,16.923076923076923,8,15.555555555555555,20,2.5,NA,12.86,10,16.36,15,NA,15,0,8.18,20,20,17.14,13.33,NA,20,NA,20,20,NA,16.67
477,grp_8,5,8.333333333333334,12.307692307692308,14.545454545454547,3.5294117647058827,12.307692307692308,16,13.333333333333332,9.411764705882353,2.5,13.333333333333332,12.86,10,10.91,NA,NA,NA,NA,5.45,NA,NA,NA,13.33,10,20,8,20,16.67,NA,13.33
586,grp_12,8,NA,15.384615384615385,13.636363636363635,10.588235294117647,13.846153846153847,20,13.333333333333332,20,0,NA,10,10,18.18,NA,2.5,NA,NA,NA,NA,NA,NA,13.33,13.33,20,4,13.33,20,NA,20
618,grp_24,12,6.666666666666666,15.384615384615385,9.09090909090909,15.294117647058822,13.846153846153847,20,13.333333333333332,20,5,20,20,15,20,15,7.5,15,NA,20,13.33,10,20,20,16.67,20,12,20,20,10,20
701,grp_24,9.5,5,20,12.727272727272727,10.588235294117647,NA,20,17.77777777777778,20,7.5,17.77777777777778,15.71,16.67,18.18,15,10,20,15,10,13.33,10,20,20,10,20,8,20,20,20,16.67
351,grp_2,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,grp_23,3,6.666666666666666,6.153846153846154,10,5.882352941176471,4.615384615384616,16,20,15.294117647058822,NA,2.2222222222222223,NA,NA,5.45,NA,NA,15,NA,0.91,13.33,0,NA,6.67,0,NA,NA,20,NA,NA,NA
631,grp_1,13,15,18.461538461538463,10,11.764705882352942,20,20,15.555555555555555,20,10,13.333333333333332,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,16.67,NA,12,20,20,NA,13.33
728,grp_3,8,6.666666666666666,13.846153846153847,18.18181818181818,NA,13.846153846153847,20,11.11111111111111,8.823529411764707,17.5,17.77777777777778,14.29,16.67,5.45,NA,NA,NA,NA,1.82,13.33,NA,11.43,20,3.33,15,4,13.33,NA,NA,16.67
711,grp_22,11,13.333333333333332,18.461538461538463,12.727272727272727,12.941176470588236,20,12,8.88888888888889,4.705882352941177,12.5,8.88888888888889,NA,NA,10.91,NA,NA,15,NA,NA,6.67,NA,NA,20,NA,20,NA,16.67,16.67,NA,13.33
521,grp_2,NA,8.333333333333334,6.153846153846154,9.09090909090909,0,4.615384615384616,16,11.11111111111111,0,0,11.11111111111111,5.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.14,6.67,0,10,NA,3.33,NA,NA,13.33
545,grp_12,10.5,11.666666666666668,15.384615384615385,16.363636363636363,15.294117647058822,20,20,15.555555555555555,20,15,NA,20,8.33,10.91,NA,NA,20,NA,NA,13.33,10,NA,20,13.33,15,8,20,20,NA,16.67
613,grp_21,15,10,15.384615384615385,14.545454545454547,14.11764705882353,15.384615384615385,20,17.77777777777778,16.470588235294116,15,15.555555555555555,NA,15,14.55,NA,NA,10,NA,0,6.67,NA,20,20,NA,20,NA,13.33,NA,NA,16.67
26,grp_15,NA,NA,1.5384615384615385,1.8181818181818183,5.882352941176471,7.6923076923076925,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.29,NA,NA,NA,NA,NA,NA,NA,NA
587,grp_1,14,16.666666666666668,13.846153846153847,18.18181818181818,20,NA,20,20,20,12.5,20,20,20,20,NA,NA,10,0,9.09,NA,NA,17.14,20,16.67,20,16,20,20,NA,16.67
117,grp_18,10,13.333333333333332,16.923076923076923,14.545454545454547,14.11764705882353,16.923076923076923,8,13.333333333333332,15.294117647058822,7.5,NA,11.43,NA,NA,15,17.5,NA,0,NA,NA,NA,20,6.67,NA,NA,NA,NA,NA,15,10
134,grp_23,0,-1.6666666666666665,NA,1.8181818181818183,NA,16.923076923076923,16,13.333333333333332,12.352941176470589,16.25,11.11111111111111,NA,NA,NA,NA,NA,NA,NA,19.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,grp_20,10,10,13.846153846153847,10.909090909090908,7.058823529411765,6.153846153846154,16,0,15.294117647058822,0,6.666666666666666,20,15,NA,NA,NA,10,NA,3.64,13.33,NA,17.14,NA,0,15,0,16.67,16.67,NA,NA
